EmissionID;OrganisationName;Year;TotalEmissions;GasesIncluded;ChangeFromLastYear;ReasonForChange;Scope1;Scope2;Comments;GDP;GDPCurrency;YearOfGDP;GDPSource
299;City of Adelaide;2017;573347;;Other: Emission inventories not consecutive years and new emission sources added to latest GHG inventory;In the previous CDP Cities 2016 Submission, the GHG emissions from FY2012/13 were reported. We have since calculated a more recent GHG inventory for FY2015/16 and included new emission sources. As such, the current GHG emissions inventory and the previously reported GHG inventory are not directly comparable. We are in the process of compiling historical GHG inventories. Going forward we will be able to show an accurate year on year change based on consistently calculated GHG emissions inventories.;204705;416528;;18124000000;AUD     Australian Dollar;2015;http://economy.id.com.au/adelaide/gross-product
300;Barreiro;2017;286477;;Increased;A residual increase of 2%.;201705;84745;;;;;
301;City Government of Makati;2017;462586;;Increased;"Scope 1 (Stationary Energy and Transport) and Scope 3 (Solid Waste) increased due to the following reasons:								
a. During daytime, the City's population increases to more than 4 million as people from the Metropolitan Manila and other provinces go to the city to work, shop, do business, or simply dine and be entertained.									
b. With the increasing population, waste generation also increases.									
c. Increased construction and development projects are also observed leading to increased in the demand for energy.									
d. More than 800,000 vehicles traverses the City each day as the City host of three (3) Metro Rail Transit (MRT) and Philippine National Railways (PNR) stations and gateway of four (4) major roads.";462586;1197784;;6;PHP     Philippine Peso;2015;Budget of Expenditures and Sources of Financing NEDA
302;Ajuntament de Barcelona;2017;3329110;CO2 CH4 N2O;Decreased;Due to the increasing renewable energy production and the decreasing of consumption of natural gas.;2772810;556290;Includes  municipal GHG emissions, residential, terciary and industrial sector, mobility GHG emissions, waste tratment and port and airpot emissions.;64567300000;EUR     Euro;2014;Statistical Institute of Catalonia (Idescat)
303;Comune di Venezia;2017;1418344;CO2;Decreased;Emissions have decreased around 10% in 10 years. However, the most important share of this reduction is due to Transport Emissions data, which were only estimated using the Regional Agency for the Protection of Environment of Veneto Region (ARPAV) data referred on 2013.;776246;498717;;10245550000;EUR     Euro;2014;Data from Unioncamere - Tagliacarne Foundation for Venice Municipality
304;City of Tirana;2017;610773;CO2;;;;457173;The inventory is also found on the Sustainable Energy Action Plan of the City of Tirana (SEAP). The total emission figure is generated on the data listed below:1. The total registered number of private and commercial vehicles in the city of Tirana in 2011, divided by type of fuel consumption2. The total area of residential and commercial buildings, in 20113. The electricity consumption data for both residential and commercial buildings in 2011, data obtained from CEZ Albania;;;;
305;MunicÃ­pio de GuimarÃ£es;2017;401323;CO2;Decreased;The municipality of GuimarÃ£es has been implementing its SEAP achieving very positive results, namely achieving reductions of energy consumptions in municipal and residential buildings as well as industry, transports and agricultural sectors. Changes in the electricity mix also contributed to the community emissions reduction, allowing to the achievement in 2014 of the commitments for 2020.;277921;123402;The methodology used to calculate GHG emissions of GuimarÃ£es municipality is based in the guidelines of Joint Research Centre of the European Commission for SEAP development and the calculations were are based on relevant socio-economic and energetic information provided by official statistics at municipal level.This results were already approved by Covenant of Mayors initiative.;1802000000;EUR     Euro;2015;Energy baseline emissions. This value was estimated. Official statistics of GDP at the municipal level are not available. The estimation was based on relevant economic and financial information provided by official statistics at municipal and regional level.
306;City of Cambridge;2017;1462236;;This is our first year of calculation;;1518024;455838;;15796000000;USD     US Dollar;2012;Data represents Gross Regional Product from IMPLAN
307;Comune di Udine;2017;;;Stayed the same;respect to the baseline of 2006 the GHG emissions decreased of 4% in 2013;438005;175583;;;;;
308;Municipalidad de San Isidro (Lima);2017;318191.27;;This is our first year of calculation;;158673.55;215622.45;;89771259;PEN     Nuevo Sol;2017;www.msi.gob.pe
309;Municipality of Curitiba;2017;4125853;;Increased;The main difference on the increase of  GEE emissions is on the energy sector not by an increase of consumption but because of an increse on emission factors due to the use o thermoelectric plants. In 2012 the annual national average emission factor was 0,0653 T/CO 2e by MWh produced, while in 2013 the factor increased by 30% to 0,0963 T/CO2e by MWh produced .;2686488;349791;;79400000000;BRL     Brazilian Real;2013;http://www.agencia.curitiba.pr.gov.br/publico/conteudo.aspx?codigo=39
310;City of BrasÃ­lia;2017;7739830;CO2 PFCs CH4 SF6 N2O HFCs;Increased;"Considerando-se as EmissÃµes de GEE por setor para o DF (emissÃµes totais) no perÃ­odo de 2005-2012, as emissÃµes tÃªm aumentado em todos os setores avaliados. De acordo com a anÃ¡lise, os setores Energia e ResÃ­duos apresentaram variaÃ§Ã£o crescente ao				
longo de todos os perÃ­odos de anÃ¡lise. Para o setor IPPU, apenas a comparaÃ§Ã£o 2005-2008 apresentou resultados menores do que o perÃ­odo anterior (2005-2007), com nova tendÃªncia de aumento nos demais intervalos subsequentes (devido Ã  reduÃ§Ã£o da produÃ§Ã£o de cimento em 2008 e retomada da produÃ§Ã£o nos anos seguintes).									
JÃ¡ AFOLU apresentou intervalos irregulares de variaÃ§Ã£o positiva e negativa ao longo do perÃ­odo, com valores negativos para os intervalos 2005-2006, 2005-2008, 2005-2009 e 2005-2010. No ano de variaÃ§Ã£o positiva (2005-2007) as categorias mais representativas em emissÃµes no setor AFOLU (Calagem e EmissÃµes da queima de biomassa) tambÃ©m tiveram variaÃ§Ã£o positiva nesse mesmo perÃ­odo.";;;;171235;BRL     Brazilian Real;2012;Produto Interno Bruto do Distrito Federal. CODEPLAN
311;City of Ibadan;2017;10000;CO2 PFCs CH4 SF6 N2O HFCs;;;;;;16121000000;USD     US Dollar;2014;WIKIPEDIA FREE ENCYCLOPEDIA
312;City of Vancouver;2017;2499107;;Decreased;Community LDV emissions have decreased with continued increase in landfill gas capture efficiency. Also a decrease in overall stationary energy use: green building policies and improved energy efficiency contribute to this, but also a warmer winter season in 2015. Transportation Scope 1 emissions increased: fuel sales within region increased. Economic growth is one factor, but also USD-CAD exchange rate. Due to our proximity to US border (where fuel can be considerably less expensive), cross-border fuel-ups are significant. Unfavourable exchange rates correlate to decline in cross-border fuel purchasing behaviour.;2347304;52123;;51303000000;CAD     Canadian Dollar;2016;"Conference Board of Canada (forecast)	 Vancouver Economic Commission"
313;Stadt Heidelberg;2017;806000;CO2;Decreased;"Emissions decreased from 1987 until 2009									
Emissions increased from 2009 until 2011									
Emissions decreased from 2011 to 2015. 									
									
The decrease may be due to big urban development projects (for example zero-emission living for 5.000 inhabitants in Heidelberg-Bahnstadt) and an continously decreasing energy demand for municipal buildings.";;;Since many years the IFEU institute developes CO2 balances for municipalities and consults the administrations with its expertise. Ifeu submitted a detailed inventory to the city of Heidelberg, Short comment on C1.3: All climate relevant gases (N2O, CH4 etc.) are included, but converted to CO2-equivalents.;7727035000;EUR     Euro;2013;http://www.heidelberg.de/hd,Lde/HD/Arbeiten+in+Heidelberg/Wirtschaftsdaten.html#erwerbsttige
314;Comune di Genova;2017;1810370;CO2;Other:;Is not possible a comparison because the categories are quantified differently;;;;25977591566;EUR     Euro;2015;www.ilsole24h.com
315;City of Sydney;2017;3783982;;Decreased;City of Sydney emissions have decreased due to cleaning of the grid, increased network costs leading to greater awareness and behaviour change (indicating there is some price elasticity in electricity consumption), improved energy efficiency, uptake of solar PV installations and weather influences.;322689;3070197;;1,18E+11;AUD     Australian Dollar;2016;City Strategic Research Unit
316;City of Santa Cruz, CA;2017;;;Decreased;"cleaner energy and fuel economies	 energy efficiency and renewable energy adoption";63994;48080;;11908000000;USD     US Dollar;2015;US Bureau of Economic Analysis
317;City of St Catharines, ON;2017;954541;;This is our first year of calculation;;913052;41488;;5562586779;USD     US Dollar;2015;Gross Domestic Product - Statistics Canada
318;Ville de Nyon;2017;103807;;This is our first year of calculation;;91450;12287;;1922000000;CHF     Swiss Franc;2015;Based on our own calculation. Estimation made on the basis of the real GDP of Canton Waadt (federated state), itself based on the Swiss real GDP
