AssessmentID;OrganisationName;Assessment;YearOfPublication;BoundaryOfAssessment;Access
859;Municipalidad de Santiago;Diagnostico-de-Vulnerabilidad-ante-los-efectos-del-Cambio-Climatico-Comuna-de-Santiago.pdf;2014;Same - covers entire jurisdiction and nothing else;public
860;Municipality of Santa Catarina;3.PACMUNSTACATARINA.pdf;2019;Same - covers entire jurisdiction and nothing else;public
861;City of Lisbon;https://toolkit.resccue.eu/;2017; ;public
862;Metropolitan Municipality of Milan;https://www.cittametropolitana.mi.it/Life_Metro_Adapt/servizi/index.html;2020;Same - covers entire jurisdiction and nothing else;public
863;Byron Shire Council;https://www.byron.nsw.gov.au/Services/Environment/Climate-change/Adaptation/Climate-Change-Strategic-Planning-Policy;2014;Same - covers entire jurisdiction and nothing else;public
864;Fuzhou Municipal People's Government; ; ; ;public
865;AlcaldÃ­a de Cuenca;PLAN DE CONTINGENCIA PARA LA EPOCA LLUVIOSA EN EL CANTON CUENCA 2023-signed-signed-signed.pdf, PLAN DE RESPUESTA DEL GAD DEL CANTON CUENCA_V1.pdf;2022;Same - covers entire jurisdiction and nothing else;public
866;HelsingÃ¸r Municipality;https://www.helsingor.dk/media/rydd13a4/klimatilpasningsplan.pdf;2022;Same - covers entire jurisdiction and nothing else;public
867;Arequito;PLAC 2022 Arequito.pdf;2022;Same - covers entire jurisdiction and nothing else;public
868;Tel Aviv-Yafo Municipality;Frequencies of a cloudburst event.pdf;2020;Larger - covers the whole jurisdiction and adjoining areas, please explain additions: Tel Aviv Metropolitan Area;public
869;Blackpool Council;DRAFT - Blackpool Council Climate Risk and Vulnerability Assessment.pdf;2023;Smaller - covers only part of the jurisdiction, please explain exclusions: The assessment only covers Blackpool Council but we are intending to undertake a town-wide climate risk and vulnerability assessment in the near future.;public
870;Ã…tvidaberg Municipality;handlingsplan-for-klimatanpassning-antagen.pdf;2021;Same - covers entire jurisdiction and nothing else;public
871;Solihull Council;https://www.solihull.gov.uk/sites/default/files/2023-03/Risk-Management-Policy.pdf; ;Same - covers entire jurisdiction and nothing else;public
872;City of Saitama;02_æ·»ä»˜æ–‡æ›¸.xlsx;2021;Same - covers entire jurisdiction and nothing else;public
873;Municipalidad de Provincial de Arequipa;http://scioteca.caf.com/handle/123456789/1181; ;Same - covers entire jurisdiction and nothing else;public
874;City of Alba Iulia;https://www.apulum.ro/images/uploads/fisiere/PAEDC_Alba_Iulia_FINAL.pdf;2019;Same - covers entire jurisdiction and nothing else;public
875;Dharmasraya City;https://drive.google.com/drive/folders/1FvVuRCaO1ONVx-a1eovh0aNbP9Sq7Foy?usp=sharing;2015;Same - covers entire jurisdiction and nothing else;public
876;Suphanburi; ; ;Same - covers entire jurisdiction and nothing else;public
877;HÃ¸je-Taastrup Municipality;Klimaplan_HJETAASTRUP_Engelsk 1.pdf;2021;Same - covers entire jurisdiction and nothing else;public
878;Jakarta City Government;RPJPD Provinsi DKI Jakarta 2005 - 2025.pdf;2012;Same - covers entire jurisdiction and nothing else;public
879;Taichung City Government;1.1Adaptation strategy of climate change in Taichung City.pdf;2022;Same - covers entire jurisdiction and nothing else;public
880;City Government of Makati;City Ordinance No. 2023-020.pdf, Contingency Plan for Hydrometeorological Hazards [NFD_07.25.2023].pdf;2023;Same - covers entire jurisdiction and nothing else;public
881;City of Fayetteville, AR;ua_cof_climate_resilience_assessment_2018_v6.pdf;2018;Same - covers entire jurisdiction and nothing else;public
882;Tel Aviv-Yafo Municipality;https://www.medecc.org/;2020;Larger - covers the whole jurisdiction and adjoining areas, please explain additions: The assesment adress the Mediterranean basin, Tel Aviv -Yafo is just part of the wider assesmant;public
883;Freetown City;https://mcc.icpsr.umich.edu/evaluations/index.php/catalog/256;2022;Same - covers entire jurisdiction and nothing else;public
884;Nam Dinh;ChuanFinal2022.05.16NamDinhCRVAToolv0.1VN28.10.xlsx, Nam Dinh CRVA report_Dec 2022_v1.1.pdf;2022;Same - covers entire jurisdiction and nothing else;public
885;Hammersmith and Fulham London Borough Council;https://www.lbhf.gov.uk/sites/default/files/section_attachments/hf-climate-and-ecology-strategy.pdf;2021;Same - covers entire jurisdiction and nothing else;public
886;City of Fort Lauderdale, FL;https://www.broward.org/Climate/Toolbox/Documents/ResilientCoastalComm/ftlaud_slr.pdf;2014;Same - covers entire jurisdiction and nothing else;public
887;City-State of Monaco;https://unfccc.int/sites/default/files/NDC/2022-06/Monaco_NDC_2020.pdf;2020;Same - covers entire jurisdiction and nothing else;public
888;Municipality of Ãgueda;POM_Agueda_2017_VP.pdf;2017;Larger - covers the whole jurisdiction and adjoining areas, please explain additions: O estudo e plano cobre a totalidade da Ã¡rea concelhia, extrapolando o limite urbano da cidade de Ãgueda. Isto permite uma abordagem mais consistente e coerente face as medidas e aÃ§Ãµes a adotar e desenvolver no Ã¢mbito do tema do risco da floresta.;public
889;Marcos JuÃ¡rez;Plan Local de AcciÃ³n ClimÃ¡tica_Marcos JuÃ¡rez_2021.pdf;2021;Same - covers entire jurisdiction and nothing else;public
890;Oxford City Council;https://consult.environment-agency.gov.uk/thames/ofas-faqs/#flood;2021;Larger - covers the whole jurisdiction and adjoining areas, please explain additions: Also includes surrounding floodplains and watercourses;public
891;City of Cambridge, MA;cambridge_november2015_finalweb.pdf;2015;Same - covers entire jurisdiction and nothing else;public
892;London Borough of Enfield;https://cityhall.maps.arcgis.com/apps/instant/media/index.html?appid=fdd13b10c8784ebe8356abc032e03cc3;2021;Larger - covers the whole jurisdiction and adjoining areas, please explain additions: Refers to Greater London;public
893;Quang Tri Province;https://tapchidhnlhue.vn/index.php/id20194/article/view/878/348;2022;Smaller - covers only part of the jurisdiction, please explain exclusions: The assessment was conducted for Dong Ha City, the provincial capital city of Quang Tri Province;public
894;Greater Amman Municipality;https://openknowledge.worldbank.org/server/api/core/bitstreams/7c81ff9b-6f43-5648-be15-b2e2b25d1d33/content;2023;Larger - covers the whole jurisdiction and adjoining areas, please explain additions: Jordan Country Climate and Development Report (CCDR);public
895;City of Santa Rosa;LCCAP_Local Climate Change Adaptation Plan 2016-2025.pdf;2016;Larger - covers the whole jurisdiction and adjoining areas, please explain additions;public
896;Town of Acton, MA;https://www.acton-ma.gov/DocumentCenter/View/5023/2018-Hazard-Mitigation-Plan-DRAFT-5-30-18#:~:text=The%20Acton%20Hazard%20Mitigation%20Plan,Team%20identified%2094%20Critical%20Facilities.;2018;Same - covers entire jurisdiction and nothing else;public
897;City of Toronto, ON;https://www.nrcan.gc.ca/sites/www.nrcan.gc.ca/files/energy/energy-resources/Toronto_Hyrdo-Electric_System_Limited-Climate-Change-Vulnerability-Assessment.pdf;2015;Same - covers entire jurisdiction and nothing else;public
898;La mairie de Bujumbura;Impossible de la joindre; ;Same - covers entire jurisdiction and nothing else;public
899;Greater Amman Municipality;VLR of Amman.pdf;2022;Same - covers entire jurisdiction and nothing else;public
900;City of Somerville, MA;Draft in progress, will be completed October 2023;2023;Same - covers entire jurisdiction and nothing else;public
901;City of Lakewood, CO;https://www.jeffco.us/488/Hazard-Mitigation-Plan;2021;Larger - covers the whole jurisdiction and adjoining areas, please explain additions: The adopted Hazard Mitigation Plan, which includes climate risk and vulnerability analysis, includes various jurisdictions within Jefferson County, including Lakewood. Detailed analysis about Lakewood is presented in the Annex.;public
902;RegiÃ³n Metropolitana de Santiago;https://www.santiagoresiliente.cl/wp-content/uploads/2017/03/Estrategia_Santiago_Humano_y_Resiliente.pdf;2017;Same - covers entire jurisdiction and nothing else;public
903;Municipalidad de PeÃ±alolÃ©n;2. EstimaciÃ³n de Susceptibilidad para la Quebrada de Maculpdf.pdf;2017;Partial - covers part of the jurisdiction and adjoining areas, please explain exclusions/additions: Zona precordillerana y cordillerana de PeÃ±alolÃ©n. Incluye la principal cuenca de la comuna, abarcando comuna aledaÃ±a;public
904;City of Solna;Granskning av LÃ¤nsstyrelsen i Stockholms skyfallskartering fÃ¶r Solna stad_slutversion.pdf, Solna_konsekvensanalys_skyfall_slutversion.pdf, VÃ¤rmeÃ¶kartering_Solna_stad.pdf;2023;Same - covers entire jurisdiction and nothing else;public
905;City of Toronto, ON;https://unfccc.int/sites/default/files/report_c40_interdependencies_.pdf;2017;Same - covers entire jurisdiction and nothing else;public
906;Concejo Municipal de Distrito de Monte Verde;2021-PLAN DISTRITAL DE PREPARACIÃ“N Y ATENCIÃ“N DE EMERGENCIAS MONTE VERDE PUNTARENAS.pdf, MAPA_4_MD_2019.pdf, Plan de AdaptaciÃ³n ClimÃ¡tico Monteverde 2022.pdf;2021;Same - covers entire jurisdiction and nothing else;public
907;Village of Hastings-on-Hudson, NY;Climate Vulnerability Assessment Report 2020.pdf;2020;Same - covers entire jurisdiction and nothing else;public
908;Fuzhou Municipal People's Government; ; ; ;public
909;South Gloucestershire Council;https://beta.southglos.gov.uk/static/42109f1ce08558586d55d3e15c43b881/Local-Flood-Risk-Management-Strategy.pdf;2022;Same - covers entire jurisdiction and nothing else;public
910;District of Saanich, BC;https://www.crd.bc.ca/docs/default-source/climate-action-pdf/reports/2020-sea-level-mapping-project/coastal-flood-inundation-mapping-project-summary.pdf?sfvrsn=b63309cc_16;2021;Larger - covers the whole jurisdiction and adjoining areas, please explain additions: Report is at the Capital Regional District level.;public
911;City of Boulder, CO;https://bouldercolorado.gov/media/8433/download?inline;2022;Same - covers entire jurisdiction and nothing else;public
912;City of Basel;Klimawandel-wie-warm-wird-es-in-Basel.pdf;2019;Same - covers entire jurisdiction and nothing else;public
913;Zarcero;1. Informe de resultados inventario de GEI Zarcero 2019.pdf, Informe_Plan de adaptaciÃ³n_Zarcero2023.pdf, Plan de AcciÃ³n ClimÃ¡tica de Zarcero, 2020.pdf;2023;Same - covers entire jurisdiction and nothing else;public
914;City of Chefchaouen; ;2022;Same - covers entire jurisdiction and nothing else;public
915;Coimbatore City Municipal Corporation;CRCAP_Coimbatore_August2018.pdf;2019;Same - covers entire jurisdiction and nothing else;public
916;Municipality of Braga;EIAAC_NUTIIICavado_Vol.II.pdf, EIAAC_NUTIIICavado_Vol.III.pdf;2019;Larger - covers the whole jurisdiction and adjoining areas, please explain additions: AvaliaÃ§Ã£o promovida pela Comunidade Intermunicipal do CÃ¡vado (CIM CÃ¡vado), para os 6 concelhos da sub-regiÃ£o do CÃ¡vado foi elaborada em estreita colaboraÃ§Ã£o com todos os MunicÃ­pios do CÃ¡vado.;public
917;Town of Chapel Hill, NC;https://www.tjcog.org/focus-areas-resilience/triangle-regional-resilience-partnership;2018;Larger - covers the whole jurisdiction and adjoining areas, please explain additions: The boundary for this study reflects the size and scale of the regional partnership.;public
918;Prefeitura de FlorianÃ³polis;https://www.pmf.sc.gov.br/arquivos/arquivos/pdf/27_08_2015_9.30.19.2d57c5303b800097ab78796419b761af.pdf;2015;Larger - covers the whole jurisdiction and adjoining areas, please explain additions: Estudo realizado no NÃºcleo Metropolitano da RegiÃ£o Metropolitana de FlorianÃ³polis - nove municÃ­pios: Ãguas Mornas, AntÃ´nio Carlos, BiguaÃ§u, FlorianÃ³polis, Governador Celso Ramos, PalhoÃ§a, Santo Amaro da Imperatriz, SÃ£o JosÃ© e SÃ£o Pedro de AlcÃ¢ntara.;public
919;City of Leicester;https://cabinet.leicester.gov.uk/documents/g12039/Public%20reports%20pack%20Wednesday%2015-Mar-2023%2017.30%20Audit%20and%20Risk%20Committee.pdf?T=10;2023;Same - covers entire jurisdiction and nothing else;public
920;Town of Acton, MA;https://www.acton-ma.gov/DocumentCenter/View/5022/2018-MVP-Report;2018;Same - covers entire jurisdiction and nothing else;public
921;City of MalmÃ¶;RSA MalmÃ¶ stad 2020.pdf;2020;Same - covers entire jurisdiction and nothing else;public
922;Mexico City;1_Riesgos y vulnerabilidad a los impactos del Cambio ClimÃ¡tico.pdf;2021;Partial - covers part of the jurisdiction and adjoining areas, please explain exclusions/additions: Alcance geogrÃ¡fico de lo general (nacional) a lo particular (contextos urbanos y Ciudad de MÃ©xico).;public
923;Tarakan City;Synthesis - Tarakan.pdf;2012;Same - covers entire jurisdiction and nothing else;public
924;City of Fort Collins, CO;https://www.larimer.gov/sites/default/files/climate_impacts_larimer_county_2023.pdf;2023;"Larger - covers the whole jurisdiction and adjoining areas, please explain additions: Larimer County is the county within which Fort Collins is located	 their hazard plan includes other municipalities and rural areas in addition to Fort Collins.";public
925;City of Beverly, MA;https://resilient-together.org/action-plan;2021;Larger - covers the whole jurisdiction and adjoining areas, please explain additions: Salem, MA;public
926;Prefeitura da Cidade de SÃ£o JosÃ© do Rio Preto;http://www.defesacivil.sp.gov.br/instrumentos-de-identificacao-de-riscos/;2018;Same - covers entire jurisdiction and nothing else;public
927;City of Columbia, MO;https://www.como.gov/wp-content/uploads/2020/11/CoMoCAAP_VAfactsheets_Water_final.pdf;2018;Same - covers entire jurisdiction and nothing else;public
928;City of Basel;Klimafolgenbericht-BS-2011 (2).pdf;2011;Same - covers entire jurisdiction and nothing else;public
929;City of Rome;https://www.comune.roma.it/web-resources/cms/documents/PAESC_ROMA_CAPITALE_DAC_n.55-2021.pdf;2021;Same - covers entire jurisdiction and nothing else;public
930;Municipality of Ãgueda;pom_2019_vr.pdf;2019;Larger - covers the whole jurisdiction and adjoining areas, please explain additions: O estudo e plano cobre a totalidade da Ã¡rea concelhia, extrapolando o limite urbano da cidade de Ãgueda. Isto permite uma abordagem mais consistente e coerente face as medidas e aÃ§Ãµes a adotar e desenvolver no Ã¢mbito do tema do risco da floresta.;public
